Pin,ITER,MRCSX,TAP,Domain,Register,Field,Size,Base,ExpectedData,LowLimit,HighLimit,StringData,ItuffToken,ItuffDescriptor,ExitPort,StorageToken,Equation
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_MR_VSXTOP_REF_1,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_MR_VSXTOP_REF_1,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_MR_VSXTOP_REF_1,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_MR_VSXTOP_REF_1,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_MR_VSXTOP_REF_1,-
CPU_TDO,1,CSX,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM0_CSX_1,-
CPU_TDO,1,CSX,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM1_CSX_1,-
CPU_TDO,1,CSX,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_CSX_1,-
CPU_TDO,1,CSX,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_CSX_1,-
CPU_TDO,1,CSX,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_CSX_1,-
CPU_TDO,1,CSX,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_CSX_1,-
CPU_TDO,1,CSX,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_CSX_1,-
CPU_TDO,1,CSX,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,1,CSX,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_CSX_1,-
CPU_TDO,2,MR_REPLICA_AMP,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM0_MR_REPLICA_AMP_2,-
CPU_TDO,2,MR_REPLICA_AMP,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM1_MR_REPLICA_AMP_2,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_MR_REPLICA_AMP_2,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_MR_REPLICA_AMP_2,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_MR_REPLICA_AMP_2,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_MR_REPLICA_AMP_2,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_MR_REPLICA_AMP_2,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_REPLICA_AMP,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_MR_REPLICA_AMP_2,-
CPU_TDO,2,MR_VSXTOP_REF,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM0_MR_VSXTOP_REF_2,-
CPU_TDO,2,MR_VSXTOP_REF,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM1_MR_VSXTOP_REF_2,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_MR_VSXTOP_REF_2,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_MR_VSXTOP_REF_2,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_MR_VSXTOP_REF_2,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_MR_VSXTOP_REF_2,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_MR_VSXTOP_REF_2,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,MR_VSXTOP_REF,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_MR_VSXTOP_REF_2,-
CPU_TDO,2,CSX,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,ATOMSLICE0_DLVRLATOM,ATOM0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM0_CSX_2,-
CPU_TDO,2,CSX,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,ATOMSLICE0_DLVRRATOM,ATOM1,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM1_CSX_2,-
CPU_TDO,2,CSX,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSL_DLVRCORE_BOT,CORE0P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_CSX_2,-
CPU_TDO,2,CSX,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSL_DLVRCORE_TOP,CORE0S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_CSX_2,-
CPU_TDO,2,CSX,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSR_DLVRCORE_BOT,CORE1P,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_CSX_2,-
CPU_TDO,2,CSX,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSR_DLVRCORE_TOP,CORE1S,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_CSX_2,-
CPU_TDO,2,CSX,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSL_DLVRRING,RINGPRIM,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_CSX_2,-
CPU_TDO,2,CSX,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_DONE,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_ERR,1,-,-,-,-,-,-,-,-,-,-
CPU_TDO,2,CSX,BCSLICE0_BSR_DLVRRING,RINGSEC0,DLVR_TAP_TRIM_STATUS,DFX_TRIM_CODE,5,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_CSX_2,-
