Pin,ITER,Domain,TAP,Register,Field,Size,Base,ExpectedData,LowLimit,HighLimit,StringData,ItuffToken,ItuffDescriptor,ExitPort,StorageToken,Equation
CPU_TDO,1,RINGSEC2,BCSLICE1_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC2_ADC1_VCS_1,-
CPU_TDO,2,ATOM0,ATOMSLICE0_DLVRLATOM,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM0_ADC0_VOUT_2,-
CPU_TDO,2,ATOM0,ATOMSLICE0_DLVRLATOM,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM0_ADC1_VCS_2,-
CPU_TDO,2,ATOM1,ATOMSLICE0_DLVRRATOM,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM1_ADC0_VOUT_2,-
CPU_TDO,2,ATOM1,ATOMSLICE0_DLVRRATOM,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM1_ADC1_VCS_2,-
CPU_TDO,2,ATOM2,ATOMSLICE1_DLVRLATOM,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM2_ADC0_VOUT_2,-
CPU_TDO,2,ATOM2,ATOMSLICE1_DLVRLATOM,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM2_ADC1_VCS_2,-
CPU_TDO,2,ATOM3,ATOMSLICE1_DLVRRATOM,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM3_ADC0_VOUT_2,-
CPU_TDO,2,ATOM3,ATOMSLICE1_DLVRRATOM,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM3_ADC1_VCS_2,-
CPU_TDO,2,CORE0P,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_ADC0_VOUT_2,-
CPU_TDO,2,CORE0P,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_ADC1_VCS_2,-
CPU_TDO,2,CORE0S,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_ADC0_VOUT_2,-
CPU_TDO,2,CORE0S,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_ADC1_VCS_2,-
CPU_TDO,2,CORE1P,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_ADC0_VOUT_2,-
CPU_TDO,2,CORE1P,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_ADC1_VCS_2,-
CPU_TDO,2,CORE1S,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_ADC0_VOUT_2,-
CPU_TDO,2,CORE1S,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_ADC1_VCS_2,-
CPU_TDO,2,CORE2P,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE2P_ADC0_VOUT_2,-
CPU_TDO,2,CORE2P,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE2P_ADC1_VCS_2,-
CPU_TDO,2,CORE2S,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE2S_ADC0_VOUT_2,-
CPU_TDO,2,CORE2S,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE2S_ADC1_VCS_2,-
CPU_TDO,2,CORE3P,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE3P_ADC0_VOUT_2,-
CPU_TDO,2,CORE3P,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE3P_ADC1_VCS_2,-
CPU_TDO,2,CORE3S,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE3S_ADC0_VOUT_2,-
CPU_TDO,2,CORE3S,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE3S_ADC1_VCS_2,-
CPU_TDO,2,RINGPRIM,BCSLICE0_BSL_DLVRRING,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_ADC0_VOUT_2,-
CPU_TDO,2,RINGPRIM,BCSLICE0_BSL_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_ADC1_VCS_2,-
CPU_TDO,2,RINGSEC0,BCSLICE0_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_ADC0_VOUT_2,-
CPU_TDO,2,RINGSEC0,BCSLICE0_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_ADC1_VCS_2,-
CPU_TDO,2,RINGSEC1,BCSLICE1_BSL_DLVRRING,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC1_ADC0_VOUT_2,-
CPU_TDO,2,RINGSEC1,BCSLICE1_BSL_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC1_ADC1_VCS_2,-
CPU_TDO,2,RINGSEC2,BCSLICE1_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC2_ADC0_VOUT_2,-
CPU_TDO,2,RINGSEC2,BCSLICE1_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC2_ADC1_VCS_2,-
CPU_TDO,3,ATOM0,ATOMSLICE0_DLVRLATOM,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM0_ADC0_VOUT_3,-
CPU_TDO,3,ATOM0,ATOMSLICE0_DLVRLATOM,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM0_ADC1_VCS_3,-
CPU_TDO,3,ATOM1,ATOMSLICE0_DLVRRATOM,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM1_ADC0_VOUT_3,-
CPU_TDO,3,ATOM1,ATOMSLICE0_DLVRRATOM,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM1_ADC1_VCS_3,-
CPU_TDO,3,ATOM2,ATOMSLICE1_DLVRLATOM,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM2_ADC0_VOUT_3,-
CPU_TDO,3,ATOM2,ATOMSLICE1_DLVRLATOM,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM2_ADC1_VCS_3,-
CPU_TDO,3,ATOM3,ATOMSLICE1_DLVRRATOM,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM3_ADC0_VOUT_3,-
CPU_TDO,3,ATOM3,ATOMSLICE1_DLVRRATOM,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM3_ADC1_VCS_3,-
CPU_TDO,3,CORE0P,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_ADC0_VOUT_3,-
CPU_TDO,3,CORE0P,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_ADC1_VCS_3,-
CPU_TDO,3,CORE0S,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_ADC0_VOUT_3,-
CPU_TDO,3,CORE0S,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_ADC1_VCS_3,-
CPU_TDO,3,CORE1P,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_ADC0_VOUT_3,-
CPU_TDO,3,CORE1P,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_ADC1_VCS_3,-
CPU_TDO,3,CORE1S,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_ADC0_VOUT_3,-
CPU_TDO,3,CORE1S,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_ADC1_VCS_3,-
CPU_TDO,3,CORE2P,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE2P_ADC0_VOUT_3,-
CPU_TDO,3,CORE2P,BCSLICE1_BSL_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE2P_ADC1_VCS_3,-
CPU_TDO,3,CORE2S,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE2S_ADC0_VOUT_3,-
CPU_TDO,3,CORE2S,BCSLICE1_BSL_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE2S_ADC1_VCS_3,-
CPU_TDO,3,CORE3P,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE3P_ADC0_VOUT_3,-
CPU_TDO,3,CORE3P,BCSLICE1_BSR_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE3P_ADC1_VCS_3,-
CPU_TDO,3,CORE3S,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE3S_ADC0_VOUT_3,-
CPU_TDO,3,CORE3S,BCSLICE1_BSR_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE3S_ADC1_VCS_3,-
CPU_TDO,3,RINGPRIM,BCSLICE0_BSL_DLVRRING,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_ADC0_VOUT_3,-
CPU_TDO,3,RINGPRIM,BCSLICE0_BSL_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_ADC1_VCS_3,-
CPU_TDO,3,RINGSEC0,BCSLICE0_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_ADC0_VOUT_3,-
CPU_TDO,3,RINGSEC0,BCSLICE0_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_ADC1_VCS_3,-
CPU_TDO,3,RINGSEC1,BCSLICE1_BSL_DLVRRING,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC1_ADC0_VOUT_3,-
CPU_TDO,3,RINGSEC1,BCSLICE1_BSL_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC1_ADC1_VCS_3,-
CPU_TDO,3,RINGSEC2,BCSLICE1_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC2_ADC0_VOUT_3,-
CPU_TDO,3,RINGSEC2,BCSLICE1_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC2_ADC1_VCS_3,-
