Pin,IP,Sequence,Subsequence,Field,Size,LowLimit,HighLimit,ExpectedData,Equation,ItuffToken,ExitPort,Base,StorageToken
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_10,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_10
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_10,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_10
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_10,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_10
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_10,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_10
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_10,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_10
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_10,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_10,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_11,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_11
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_11,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_11
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_11,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_11
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_11,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_11
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_11,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_11
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_11,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_11,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_12,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_12
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_12,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_12
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_12,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_12
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_12,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_12
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_12,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_12
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_12,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_12,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_13,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_13
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_13,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_13
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_13,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_13
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_13,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_13
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_13,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_13
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_13,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_13,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_14
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_14
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_14
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_14
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_14
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_14,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_15
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_15
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_15
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_15
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_15
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_15,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_16
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_16
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_16
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_16
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_16
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_16,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_17,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_17
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_17,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_17
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_17,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_17
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_17,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_17
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_17,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_17
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_17,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_18,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_18
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_18,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_18,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_18,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_18
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_18,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_18,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_18,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_18
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_18,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_18,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_18,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_18
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_18,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_18,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_18,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_18
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_18,-,-,
CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_18,-,-,
